HP,HP average
61,59.68596882
46,59.65555556
34,59.59866962
24,59.5199115
30,59.45474614
63,59.46255507
61,59.46593407
46,59.43640351
57,59.43107221
43,59.39519651
31,59.33333333
62,59.33913043
70,59.36225597
53,59.34848485
39,59.30453564
63,59.3125
47,59.28602151
35,59.23390558
39,59.19057816
42,59.15384615
72,59.18123667
55,59.17234043
41,59.13375796
53,59.12076271
39,59.0782241
66,59.092827
50,59.07368421
37,59.02731092
57,59.0230608
43,58.98953975
45,58.96033403
56,58.95416667
65,58.96673597
63,58.97510373
47,58.95031056
35,58.90082645
67,58.91752577
90,58.98148148
99,59.06365503
100,59.14754098
100,59.23108384
77,59.26734694
59,59.26680244
83,59.31504065
98,59.39350913
89,59.4534413
82,59.4989899
93,59.56653226
71,59.58953722
54,59.57831325
40,59.53907816
49,59.518
36,59.47105788
61,59.47410359
46,59.4473161
69,59.46626984
52,59.45148515
78,59.48814229
59,59.48717949
44,59.45669291
32,59.40275049
23,59.33137255
40,59.29354207
68,59.31054688
51,59.29434698
61,59.29766537
46,59.27184466
69,59.29069767
66,59.30367505
80,59.34362934
61,59.34682081
46,59.32115385
57,59.31669866
43,59.28544061
31,59.23135755
61,59.23473282
69,59.25333333
52,59.23954373
39,59.20113852
28,59.14204545
19,59.06616257
12,58.97735849
3,58.87193974
3,58.76691729
8,58.67166979
10,58.58052434
3,58.47663551
8,58.38246269
10,58.29236499
3,58.18959108
3,58.08719852
3,57.98518519
100,58.06284658
100,58.1402214
90,58.19889503
83,58.24448529
100,58.32110092
81,58.36263736
62,58.36928702
61,58.37408759
76,58.40619308
93,58.46909091
100,58.54446461
82,58.58695652
63,58.59493671
86,58.64440433
80,58.68288288
61,58.68705036
60,58.68940754
45,58.66487455
63,58.6726297
70,58.69285714
53,58.68270945
62,58.6886121
70,58.70870337
88,58.7606383
100,58.83362832
84,58.87809187
75,58.90652557
71,58.9278169
77,58.95957821
59,58.95964912
44,58.93345009
70,58.9527972
53,58.94240838
39,58.90766551
70,58.92695652
76,58.95659722
72,58.97920277
69,58.99653979
66,59.00863558
50,58.99310345
60,58.99483649
84,59.03780069
78,59.0703259
73,59.09417808
91,59.14871795
93,59.20648464
71,59.22657581
77,59.25680272
59,59.25636672
67,59.26949153
51,59.25549915
38,59.21959459
27,59.16526138
33,59.12121212
62,59.12605042
47,59.1057047
73,59.12897822
69,59.14548495
75,59.17195326
57,59.16833333
66,59.1797005
50,59.16445183
72,59.18573798
69,59.20198675
91,59.25454545
84,59.29537954
64,59.30313015
62,59.30756579
82,59.34482759
63,59.35081967
47,59.33060556
65,59.33986928
72,59.36052202
55,59.3534202
41,59.32357724
60,59.32467532
59,59.32414911
58,59.32200647
57,59.31825525
66,59.32903226
64,59.33655395
48,59.31832797
35,59.27929374
55,59.2724359
41,59.2432
30,59.19648562
21,59.13556619
28,59.08598726
33,59.0445151
62,59.04920635
70,59.06656101
53,59.05696203
53,59.04739336
39,59.01577287
70,59.03307087
67,59.04559748
65,59.05494505
63,59.06112853
61,59.06416275
60,59.065625
87,59.10920437
67,59.12149533
67,59.13374806
74,59.1568323
70,59.17364341
76,59.1996904
72,59.2194745
61,59.22222222
69,59.23728814
66,59.24769231
64,59.25499232
62,59.25920245
82,59.29402757
77,59.32110092
82,59.35572519
77,59.38262195
73,59.40334855
78,59.43161094
73,59.4522003
55,59.44545455
64,59.45234493
62,59.45619335
61,59.45852187
46,59.43825301
48,59.42105263
49,59.40540541
36,59.37031484
26,59.32035928
32,59.27952167
62,59.28358209
61,59.28614009
69,59.30059524
66,59.31054978
64,59.31750742
71,59.33481481
68,59.34763314
51,59.33530281
80,59.36578171
61,59.36818851
46,59.34852941
68,59.36123348
86,59.40029326
66,59.40995608
73,59.42982456
69,59.44379562
66,59.45335277
50,59.43959243
37,59.40697674
27,59.35994194
49,59.34492754
74,59.36613603
56,59.36127168
42,59.33621934
31,59.29538905
22,59.24172662
50,59.22844828
37,59.19655667
27,59.1504298
19,59.09298999
51,59.08142857
52,59.07132668
74,59.09259259
56,59.08819346
42,59.06392045
45,59.04397163
47,59.02691218
58,59.02545969
57,59.02259887
66,59.03244006
73,59.05211268
69,59.06610408
66,59.0758427
64,59.08274895
48,59.06722689
49,59.05314685
71,59.0698324
68,59.08228731
65,59.09052925
63,59.09596662
47,59.07916667
58,59.0776699
66,59.08725762
50,59.0746888
37,59.0441989
69,59.05793103
66,59.06749311
64,59.07427785
48,59.05906593
49,59.04526749
36,59.01369863
61,59.01641587
81,59.04644809
100,59.10231924
100,59.15803815
100,59.21360544
89,59.25407609
68,59.26594301
51,59.25474255
38,59.22598106
41,59.20135135
30,59.16194332
63,59.1671159
47,59.15074024
49,59.13709677
66,59.14630872
50,59.13404826
37,59.10441767
41,59.0802139
53,59.07209613
39,59.04533333
28,59.00399467
54,58.99734043
40,58.97211155
29,58.93236074
20,58.8807947
13,58.82010582
3,58.74636724
8,58.67941953
45,58.66139657
33,58.62763158
37,58.59921156
69,58.61286089
75,58.63433814
57,58.63219895
69,58.64575163
52,58.63707572
39,58.61147327
28,58.57161458
33,58.53836151
37,58.51038961
62,58.51491569
47,58.5
77,58.52393273
59,58.5245478
44,58.50580645
58,58.50515464
78,58.53024453
59,58.53084833
44,58.51219512
32,58.47820513
65,58.4865557
49,58.47442455
36,58.44572158
40,58.42219388
71,58.43821656
68,58.45038168
51,58.44091487
73,58.45939086
78,58.48415716
73,58.50253165
90,58.54235145
69,58.55555556
75,58.57629256
71,58.59193955
68,58.60377358
65,58.61180905
79,58.63739021
74,58.6566416
92,58.69837297
100,58.75
82,58.77902622
77,58.80174564
73,58.81942715
69,58.83208955
52,58.82360248
39,58.79900744
70,58.81288724
53,58.80569307
62,58.80964153
47,58.79506173
77,58.81750925
82,58.84605911
63,58.85116851
47,58.83660934
35,58.80736196
25,58.76593137
47,58.75152999
35,58.72249389
25,58.68131868
23,58.63780488
29,58.60170524
59,58.60218978
44,58.58444714
32,58.55218447
52,58.54424242
81,58.57142857
62,58.57557437
61,58.57850242
46,58.56332931
57,58.56144578
57,58.55956679
57,58.55769231
43,58.53901561
31,58.5059952
62,58.51017964
47,58.49641148
49,58.48506571
36,58.45823389
68,58.46960667
65,58.47738095
49,58.46611177
71,58.48099762
68,58.49228944
65,58.5
63,58.50532544
61,58.50827423
46,58.49350649
34,58.46462264
66,58.47349823
50,58.46352941
72,58.47943596
69,58.49178404
52,58.48417351
53,58.47775176
39,58.45497076
31,58.4228972
22,58.38039673
29,58.34615385
62,58.35040745
82,58.37790698
63,58.38327526
70,58.39675174
67,58.40672074
65,58.41435185
63,58.41965318
47,58.40646651
35,58.37946943
48,58.36751152
35,58.3406214
25,58.30229885
17,58.25487945
25,58.21674312
40,58.19587629
64,58.20251716
62,58.20685714
61,58.21004566
46,58.19612315
76,58.21640091
61,58.21956769
69,58.23181818
66,58.24063564
64,58.24716553
71,58.26160815
54,58.25678733
63,58.26214689
70,58.27539503
53,58.26944758
39,58.24774775
28,58.21372328
19,58.16966292
12,58.11784512
8,58.06165919
33,58.03359462
65,58.04138702
49,58.03128492
52,58.02455357
39,58.00334448
28,57.96993318
54,57.96551724
40,57.94555556
29,57.91342952
62,57.91796009
50,57.90919158
72,57.92477876
69,57.93701657
66,57.94591611
64,57.95259096
71,57.96696035
68,57.9779978
51,57.97032967
80,57.99451153
75,58.01315789
71,58.02738226
68,58.03829322
51,58.03060109
52,58.02401747
53,58.01853871
77,58.03921569
73,58.0554951
64,58.06195652
48,58.05103149
35,58.02603037
25,57.99024919
59,57.99134199
44,57.97621622
35,57.95140389
25,57.91585761
17,57.87176724
25,57.83638321
40,57.8172043
29,57.78625134
20,57.74570815
43,57.72990354
67,57.73982869
65,57.74759358
72,57.76282051
69,57.77481323
52,57.76865672
45,57.75505857
33,57.7287234
65,57.73645058
72,57.75159236
69,57.76352068
75,57.78177966
71,57.7957672
68,57.80655391
51,57.79936642
44,57.78481013
32,57.75763962
65,57.76526316
72,57.78023134
78,57.80147059
73,57.81741868
55,57.81446541
55,57.81151832
41,57.79393305
30,57.76489028
35,57.74112735
67,57.75078206
74,57.76770833
56,57.76586889
42,57.74948025
73,57.76531672
55,57.76244813
41,57.74507772
53,57.74016563
62,57.74457084
47,57.73347107
49,57.7244582
59,57.7257732
44,57.71163749
32,57.68518519
37,57.663926
65,57.67145791
72,57.68615385
69,57.6977459
66,57.7062436
50,57.69836401
37,57.67722165
27,57.64591837
49,57.63710499
39,57.61812627
42,57.60223805
31,57.57520325
64,57.58172589
62,57.5862069
47,57.57548126
70,57.58805668
76,57.60667341
58,57.60707071
57,57.60645812
57,57.60584677
43,57.59113797
66,57.59959759
50,57.5919598
76,57.61044177
81,57.63390171
76,57.65230461
81,57.67567568
62,57.68
70,57.69230769
53,57.68762475
62,57.69192423
61,57.69521912
76,57.71343284
58,57.71371769
57,57.71300894
66,57.72123016
64,57.72745292
71,57.74059406
77,57.75964392
73,57.77470356
55,57.77196446
41,57.75542406
65,57.76256158
72,57.7765748
69,57.78761062
66,57.7956778
64,57.80176644
62,57.80588235
61,57.80901077
69,57.81996086
52,57.81427175
62,57.81835938
77,57.83707317
98,57.87621832
75,57.89289192
80,57.91439689
84,57.93974733
64,57.94563107
48,57.93598448
71,57.94864341
68,57.95837367
74,57.97388781
70,57.98550725
53,57.98069498
81,58.00289296
76,58.02023121
72,58.03368624
69,58.04423077
75,58.06051873
57,58.05950096
66,58.06711409
64,58.07279693
87,58.10047847
81,58.12237094
76,58.13944604
58,58.13931298
43,58.12488084
54,58.12095238
54,58.1170314
54,58.11311787
63,58.11775878
70,58.12903226
67,58.13744076
65,58.14393939
49,58.13528855
71,58.14744802
68,58.15675165
51,58.15
52,58.14420358
81,58.16572505
92,58.19755409
100,58.23684211
100,58.27605634
100,58.315197
100,58.35426429
81,58.37546816
62,58.37885875
47,58.3682243
35,58.34640523
25,58.31529851
47,58.30475303
58,58.30446927
66,58.31162791
64,58.3169145
62,58.32033426
82,58.34230056
100,58.38090825
79,58.4
74,58.41443108
79,58.43345656
60,58.43490305
45,58.42250923
33,58.39907834
37,58.37937385
41,58.36338546
30,58.33731618
21,58.3030303
56,58.30091743
65,58.30705775
63,58.31135531
61,58.31381519
46,58.30255941
57,58.30136986
43,58.28740876
45,58.27529626
56,58.27322404
42,58.25841674
61,58.26090909
46,58.24977293
48,58.24047187
35,58.21940163
25,58.18931159
17,58.1520362
25,58.12206148
17,58.08491418
11,58.04241877
8,57.99729486
10,57.95405405
3,57.90459046
3,57.85521583
8,57.81042228
10,57.76750449
8,57.72286996
49,57.71505376
59,57.71620412
58,57.71645796
43,57.70330652
31,57.67946429
22,57.64763604
15,57.60962567
8,57.56544969
24,57.53558719
16,57.49866667
40,57.48312611
71,57.49511979
68,57.50443262
51,57.49867139
38,57.48141593
62,57.48541114
70,57.49646643
67,57.50485437
74,57.51940035
70,57.53039648
53,57.52640845
53,57.52242744
79,57.54130053
60,57.54345917
59,57.54473684
58,57.54513585
57,57.54465849
66,57.55205599
50,57.54545455
37,57.52751092
36,57.508726
56,57.50741064
42,57.49390244
45,57.48302872
56,57.48173913
42,57.46828844
31,57.4453125
64,57.4509974
62,57.45493934
47,57.44588745
35,57.42647059
67,57.43474503
51,57.42918826
38,57.4124245
27,57.3862069
33,57.36520241
45,57.3545611
68,57.36371453
74,57.37800687
70,57.3888412
53,57.38507719
62,57.38903171
61,57.39212329
69,57.40205304
52,57.3974359
53,57.39368061
62,57.39761092
82,57.41858483
63,57.42333901
61,57.42638298
60,57.42857143
45,57.41801189
33,57.39728353
23,57.36810857
29,57.3440678
34,57.32430144
38,57.30795262
50,57.30177515
37,57.28462838
27,57.25907173
33,57.2386172
53,57.23504634
39,57.21969697
28,57.19512195
42,57.18235294
45,57.17212427
68,57.18120805
51,57.17602682
38,57.1599665
27,57.13472803
19,57.10284281
12,57.06516291
8,57.02420701
10,56.98498749
3,56.94
3,56.89508743
8,56.85440932
24,56.82709892
58,56.82807309
57,56.82821577
43,56.81674959
31,56.7953604
64,56.8013245
62,56.80562448
70,56.81652893
53,56.81337737
53,56.81023102
62,56.81450948
47,56.80642504
35,56.78847737
25,56.76233553
31,56.7411668
64,56.74712644
48,56.73995078
35,56.72213115
66,56.72972973
73,56.74304419
55,56.74161897
55,56.74019608
41,56.72734694
30,56.70554649
21,56.67644662
28,56.65309446
19,56.62245728
12,56.58617886
3,56.54264825
8,56.50324675
16,56.4703974
10,56.43273906
8,56.39352227
24,56.36731392
16,56.33468068
24,56.3085622
30,56.28732849
21,56.25887097
28,56.23609992
19,56.20611916
12,56.17055511
3,56.1278135
8,56.08915663
45,56.08025682
47,56.07297514
49,56.06730769
36,56.05124099
26,56.0272
41,56.01518785
30,55.99440895
63,56
47,55.99282297
70,56.00398406
67,56.01273885
65,56.01988862
63,56.0254372
70,56.03653693
53,56.03412698
69,56.0444092
52,56.04120444
39,56.0277118
28,56.00553797
49,56
50,55.99526066
60,55.99842147
45,55.98974763
56,55.98975571
56,55.98976378
42,55.97875688
73,55.99213836
69,56.00235664
75,56.01726845
57,56.01803922
43,56.00783699
45,55.99921691
75,56.01408451
71,56.02580141
54,56.02421875
40,56.0117096
54,56.01014041
54,56.00857366
40,55.99610592
71,56.0077821
54,56.00622084
54,56.004662
63,56.01009317
61,56.01396431
60,56.01705426
59,56.01936483
58,56.02089783
57,56.02165507
66,56.02936631
61,56.03320463
60,56.03626543
45,56.02775636
33,56.01001541
23,55.98460354
15,55.95307692
8,55.91621829
45,55.9078341
56,55.90790483
65,55.9148773
49,55.90957854
36,55.89433384
51,55.89058914
61,55.89449541
46,55.88693659
48,55.88091603
58,55.88253242
66,55.8902439
50,55.88575781
51,55.88203957
38,55.86844106
36,55.85334347
26,55.83067578
18,55.80197269
50,55.79757392
51,55.79393939
61,55.79788039
60,55.801059
68,55.81027967
65,55.81722054
63,55.82264151
61,55.826546
60,55.82969103
75,55.84412651
57,55.84499624
57,55.84586466
57,55.84673178
66,55.85435435
64,55.86046512
48,55.85457271
35,55.83895131
43,55.82934132
54,55.82797307
40,55.8161435
29,55.7961165
20,55.76940299
27,55.74794929
19,55.72056632
26,55.69843634
18,55.6703869
17,55.64163569
50,55.63744428
51,55.63400148
38,55.62091988
33,55.60415122
23,55.58
15,55.54996299
8,55.5147929
10,55.48115299
8,55.44608567
10,55.41254613
8,55.37758112
33,55.36109064
43,55.35198822
54,55.35099338
54,55.35
40,55.33872153
38,55.32599119
27,55.3052091
33,55.2888563
26,55.26739927
32,55.25036603
23,55.22677396
15,55.19736842
3,55.15924032
8,55.12481752
10,55.09190372
8,55.05758017
24,55.03495994
30,55.01673945
21,54.992
14,54.9622093
8,54.92810458
10,54.89550073
8,54.86149384
10,54.82898551
8,54.79507603
10,54.76266281
3,54.725235
3,54.68786127
8,54.65415162
49,54.65007215
71,54.66186013
72,54.67435159
71,54.68610511
68,54.69568345
51,54.6930266
38,54.68103448
67,54.68987796
65,54.69727403
49,54.69318996
64,54.69985673
71,54.7115247
77,54.72746781
59,54.7305218
44,54.72285714
32,54.70663812
37,54.69400856
69,54.70420527
66,54.71225071
64,54.71886121
62,54.72403983
70,54.73489694
53,54.73366477
39,54.72249823
51,54.71985816
38,54.7080085
41,54.69830028
44,54.69072895
55,54.69094767
55,54.69116608
41,54.68149718
53,54.68031052
53,54.67912553
39,54.66807611
42,54.65915493
31,54.64250528
36,54.62939522
40,54.61911455
64,54.62570225
71,54.63719298
54,54.63674614
54,54.63629993
63,54.64215686
47,54.63680896
58,54.63916084
57,54.64081062
66,54.64874302
64,54.65526867
71,54.66666667
54,54.66620209
54,54.66573816
54,54.66527488
54,54.66481224
40,54.65462126
29,54.63680556
59,54.63983345
58,54.64216366
57,54.64379764
43,54.63573407
54,54.63529412
54,54.63485477
54,54.63441603
63,54.64019337
47,54.63492063
35,54.62137931
48,54.61681599
35,54.60330579
64,54.60977288
83,54.62929849
77,54.64467354
73,54.65728022
55,54.65751544
41,54.64814815
44,54.6408499
46,54.63493151
34,54.62080767
66,54.62859097
50,54.6254272
60,54.62909836
45,54.6225256
47,54.61732606
70,54.62781186
67,54.63623978
74,54.64942138
56,54.65034014
65,54.65737593
49,54.65353261
36,54.64086897
26,54.62143826
18,54.59661017
11,54.56707317
3,54.53215978
3,54.49729364
3,54.46247465
100,54.49324324
77,54.50844024
73,54.52091768
69,54.53068105
75,54.54447439
57,54.54612795
66,54.5538358
64,54.5601883
62,54.56518817
47,54.56010745
49,54.55637584
50,54.55331992
48,54.54892761
46,54.54320161
71,54.55421687
54,54.55384615
40,54.54411765
51,54.54175017
38,54.53070761
27,54.51234156
19,54.48866667
26,54.46968688
18,54.44540613
11,54.41650033
8,54.3856383
40,54.37607973
43,54.3685259
31,54.35301924
45,54.34681698
47,54.34194831
72,54.35364238
55,54.35407015
55,54.35449735
64,54.36087244
62,54.3659181
61,54.37029703
46,54.36477573
34,54.35135135
66,54.35902503
50,54.35615537
60,54.35986842
68,54.36883629
65,54.37582129
63,54.38148391
70,54.39173228
76,54.40590164
58,54.40825688
57,54.40995416
57,54.41164921
43,54.40418574
31,54.38888889
52,54.38732854
62,54.39229765
61,54.39660796
60,54.40026076
68,54.40912052
65,54.41601563
84,54.4352635
64,54.44148244
62,54.44639376
70,54.45649351
67,54.46463335
65,54.47146563
49,54.46791964
78,54.48316062
73,54.49514563
69,54.50452781
75,54.51777634
57,54.51937984
66,54.52679148
64,54.53290323
71,54.54352031
54,54.5431701
63,54.54861558
82,54.56628057
63,54.57170418
61,54.57583548
69,54.58509955
75,54.59820282
71,54.60872354
54,54.60833333
63,54.61370916
47,54.60883483
58,54.61100448
66,54.61828645
73,54.63003195
55,54.6302682
64,54.63624761
48,54.63201531
35,54.61950287
25,54.60063694
31,54.58561426
22,54.5648855
15,54.53973299
8,54.51016518
24,54.49079365
16,54.46637056
24,54.44705136
49,54.44359949
36,54.43191894
42,54.42405063
66,54.43137255
64,54.43742099
62,54.44219836
70,54.4520202
67,54.45993691
51,54.45775536
61,54.46187776
46,54.45654912
64,54.46255507
71,54.47295597
77,54.48711502
73,54.49874372
55,54.49905838
64,54.50501882
71,54.5153605
68,54.52380952
51,54.52160301
47,54.51689612
35,54.50469043
39,54.495
28,54.47845097
54,54.47815231
40,54.4691204
29,54.4532419
20,54.4317757
36,54.42029888
26,54.40261357
32,54.38868159
37,54.37787446
69,54.38695652
52,54.38547486
62,54.39019851
47,54.38561686
35,54.37360595
28,54.35727554
19,54.33539604
18,54.31292517
25,54.29480841
31,54.28042001
22,54.26049383
15,54.2362739
8,54.20776819
10,54.18052988
3,54.14901478
8,54.12061538
24,54.10209102
30,54.0872772
21,54.06695332
37,54.05647637
58,54.05889571
66,54.06621704
70,54.07598039
67,54.08389467
51,54.08200734
38,54.07217125
36,54.06112469
26,54.0439829
18,54.02197802
46,54.01708359
34,54.00487805
24,53.98659354
30,53.97198538
60,53.97565429
59,53.97871046
44,53.97264438
55,53.97326853
55,53.97389192
55,53.97451456
55,53.97513645
41,53.96727273
44,53.96123561
32,53.94794189
23,53.9292196
50,53.92684401
37,53.91661631
27,53.90036232
19,53.87929994
12,53.85404101
3,53.82338758
3,53.79277108
3,53.76219145
100,53.79001203
88,53.81058328
67,53.81850962
51,53.81681682
56,53.81812725
77,53.83203359
73,53.84352518
55,53.84421809
41,53.83652695
53,53.83602633
62,53.84090909
70,53.85056784
53,53.85005974
39,53.84119403
28,53.82577566
42,53.81872391
31,53.80512515
22,53.78618225
54,53.78630952
63,53.7917906
61,53.7960761
46,53.79144385
34,53.77969121
50,53.77744807
72,53.78825623
69,53.79727327
66,53.80450237
50,53.80224985
60,53.80591716
80,53.82140745
61,53.82565012
60,53.82929711
68,53.83766234
51,53.8359882
38,53.82665094
62,53.8314673
61,53.83568905
60,53.83931725
59,53.84235294
44,53.83656673
67,53.84430082
51,53.84263065
61,53.84683099
46,53.84222874
48,53.83880422
49,53.83596954
36,53.82552693
26,53.80924517
18,53.78830409
11,53.76329632
8,53.73656542
49,53.73380035
59,53.73687281
67,53.74460641
51,53.74300699
68,53.75131043
51,53.74970896
38,53.74054683
62,53.74534884
47,53.7414294
73,53.75261324
69,53.76146257
66,53.76856148
73,53.77971014
69,53.78852839
52,53.78749276
39,53.77893519
28,53.76402545
19,53.74393064
15,53.72154824
8,53.69515012
24,53.678015
38,53.66897347
66,53.67608069
73,53.68721198
55,53.68796776
64,53.69390104
48,53.6906268
58,53.69310345
43,53.68696152
54,53.68714122
54,53.68732071
40,53.67947248
52,53.67851003
74,53.69014891
70,53.69948483
67,53.70709382
74,53.7186964
70,53.728
67,53.73557967
65,53.74200913
49,53.73930405
64,53.74515393
48,53.74188034
41,53.73462415
44,53.72908367
55,53.7298066
55,53.73052871
41,53.72329545
44,53.71777399
46,53.71339387
