HP,HP average
57,53.71525808
57,53.71712018
43,53.71104816
45,53.70611552
47,53.70232032
58,53.70475113
57,53.70661391
57,53.70847458
57,53.71033315
66,53.71726862
50,53.71517202
60,53.71871477
59,53.72169014
58,53.7240991
57,53.7259426
66,53.73284589
64,53.7386172
62,53.74325843
61,53.74733296
60,53.75084175
59,53.75378575
58,53.75616592
43,53.75014006
66,53.75699888
50,53.75489647
51,53.7533557
52,53.75237563
62,53.75698324
47,53.7532105
49,53.75055804
59,53.75348578
44,53.74804905
32,53.73593315
26,53.72048998
18,53.70061213
11,53.67686318
8,53.65147304
49,53.64888889
50,53.64686285
37,53.63762486
69,53.64614531
66,53.65299335
50,53.65096953
60,53.65448505
68,53.66242391
51,53.66095133
38,53.65229409
27,53.63756906
53,53.63721701
69,53.64569536
52,53.64478764
74,53.65600882
56,53.65730028
56,53.65859031
56,53.65987892
42,53.65346535
45,53.64870808
33,53.63736264
65,53.64360242
63,53.64873765
47,53.64509051
35,53.63486842
67,53.64219178
51,53.6407448
61,53.64477285
69,53.65317287
75,53.66484418
71,53.67431694
54,53.67449481
40,53.66703057
29,53.65357338
54,53.65376227
54,53.65395095
54,53.65413943
40,53.64670659
63,53.65179543
61,53.65579119
60,53.65923913
59,53.66214014
58,53.66449511
43,53.65870863
54,53.65889371
54,53.65907859
63,53.66413868
61,53.66811045
46,53.66396104
34,53.65332612
24,53.6372973
16,53.6169638
10,53.59341253
8,53.56880734
10,53.54530744
8,53.52075472
10,53.49730603
8,53.4728056
24,53.45694295
55,53.457773
41,53.45107527
44,53.44599678
32,53.43447905
65,53.44068706
72,53.45064378
69,53.45898123
52,53.45819936
53,53.45795394
74,53.46895075
70,53.47779561
53,53.47754011
69,53.48583645
52,53.48504274
77,53.49759744
82,53.51280683
63,53.51786667
70,53.52665245
53,53.52637187
62,53.53088392
47,53.5274082
35,53.51755319
25,53.50239234
47,53.4989373
58,53.50132767
57,53.50318471
43,53.49761273
31,53.48568399
22,53.46899841
15,53.44862288
8,53.42456326
33,53.41375661
23,53.39767319
15,53.37737844
8,53.35340729
10,53.33051742
3,53.30395778
8,53.28006329
49,53.27780706
75,53.28925184
57,53.2912059
66,53.29789474
50,53.29615992
51,53.29495268
52,53.2942722
62,53.29884454
61,53.30288714
46,53.29905561
48,53.29627687
35,53.28668763
39,53.27920377
58,53.28167539
43,53.27629513
45,53.27196653
56,53.27339258
56,53.27481714
56,53.27624021
56,53.2776618
56,53.2790819
42,53.27320125
45,53.26889005
47,53.265625
35,53.25611661
25,53.24141519
56,53.24284971
77,53.25519751
59,53.25818182
58,53.26064382
43,53.25531915
31,53.24377593
22,53.22757906
15,53.20777202
8,53.18436044
33,53.17391304
46,53.17020176
60,53.1737332
68,53.18139535
51,53.1802686
38,53.1724316
69,53.18059856
66,53.1872099
64,53.19278351
48,53.19010819
58,53.19258496
66,53.19917653
64,53.20473251
48,53.20205656
35,53.19270298
25,53.17822291
17,53.15965092
22,53.14366342
50,53.14205128
51,53.14095336
52,53.14036885
53,53.14029698
39,53.13306039
42,53.12736573
54,53.12781186
63,53.13285641
61,53.13687436
46,53.13323124
57,53.13520408
57,53.13717491
66,53.14373089
64,53.14926133
62,53.15376782
70,53.16234097
76,53.17395727
72,53.18352822
55,53.18445122
55,53.18537329
64,53.19086294
62,53.19533232
61,53.19929006
60,53.20273695
45,53.19858156
74,53.20911392
70,53.21761134
67,53.2245827
65,53.23053589
63,53.23547246
47,53.23232323
35,53.22311964
25,53.20887992
52,53.2082703
39,53.20110887
65,53.2070529
60,53.21047331
59,53.21338702
67,53.22032193
51,53.21920563
38,53.21155779
41,53.20542441
30,53.1937751
51,53.19267436
61,53.19658977
46,53.19298246
48,53.19038076
77,53.20230346
73,53.21221221
55,53.21310655
55,53.214
64,53.2193903
62,53.22377622
61,53.22765851
69,53.23552894
75,53.24638404
71,53.2552343
77,53.26706527
82,53.2813745
63,53.28621205
61,53.29004975
69,53.29786176
66,53.30417495
50,53.30253353
51,53.30139027
38,53.29379653
56,53.29513889
56,53.29647992
56,53.29781962
42,53.29222387
31,53.28118812
22,53.26571004
15,53.24678536
8,53.22441918
24,53.20998024
30,53.19851852
21,53.18262586
14,53.16329551
8,53.14102564
45,53.13701331
49,53.13497537
36,53.12653865
26,53.11318898
18,53.09591736
22,53.0806293
15,53.06191646
3,53.03732809
8,53.01521846
24,53.00098135
16,52.98283472
10,52.96176471
3,52.93728564
3,52.91283056
3,52.88839941
100,52.91144814
100,52.93447433
100,52.95747801
100,52.98045921
100,53.00341797
77,53.01512933
73,53.02487805
64,53.03022916
62,53.03460039
70,53.0428641
76,53.0540409
72,53.06326034
55,53.06420233
55,53.06514341
64,53.07045675
48,53.06799417
35,53.0592233
25,53.04560893
52,53.04510184
39,53.03829375
28,53.02616279
19,53.00968523
26,52.99661181
41,52.99080793
30,52.97969052
63,52.98453359
47,52.98164251
49,52.97971994
36,52.9715251
26,52.95851423
18,52.94165863
25,52.92819277
17,52.91088632
11,52.89070775
8,52.86910491
33,52.85954786
58,52.86201923
57,52.86400769
57,52.86599424
43,52.8612578
45,52.8574856
47,52.85467626
35,52.84611697
25,52.83277432
46,52.82950192
34,52.82048827
54,52.82105263
40,52.81492109
71,52.82361377
54,52.82417582
63,52.82903534
61,52.83293556
52,52.83253817
39,52.82594182
70,52.83412774
53,52.83420677
64,52.83952381
48,52.83722037
70,52.84538535
67,52.85211602
65,52.85788973
49,52.85605701
50,52.85470085
72,52.86378738
55,52.86480076
55,52.86581318
55,52.86682464
64,52.87209853
48,52.86979167
35,52.8613346
39,52.85477767
58,52.8572104
57,52.85916824
49,52.8573453
50,52.85599622
72,52.86503067
55,52.86603774
41,52.86044319
53,52.86050895
62,52.86481394
47,52.86205273
35,52.85364706
39,52.84713076
28,52.83544899
41,52.82988722
30,52.81916393
21,52.80422535
14,52.78601595
8,52.76500938
10,52.74496015
8,52.7239925
49,52.72224824
36,52.71441948
61,52.71829668
46,52.71515435
57,52.71715755
66,52.72336449
50,52.72209248
67,52.72875817
74,52.73868409
70,52.74673507
67,52.75337995
74,52.76328052
70,52.7713088
53,52.77141527
62,52.77570963
56,52.7772093
56,52.77870758
56,52.78020446
42,52.7751974
54,52.77576602
40,52.76983759
71,52.77829314
68,52.78535002
65,52.79101019
72,52.79990736
55,52.80092593
41,52.79546506
30,52.78492137
63,52.78964401
61,52.79343808
60,52.79676674
68,52.80378578
65,52.80941394
49,52.80765683
59,52.81051176
58,52.81290323
78,52.82450484
73,52.83379374
69,52.84123332
75,52.85142594
80,52.86390805
75,52.87408088
57,52.87597611
57,52.87786961
43,52.87333639
31,52.86330275
64,52.86840899
62,52.87259395
61,52.87631699
60,52.87957875
59,52.88237986
44,52.87831656
70,52.8861454
67,52.89259598
65,52.898127
49,52.89634703
36,52.88863533
40,52.88275547
71,52.89101687
77,52.90200547
73,52.91116173
69,52.91848816
66,52.92444242
64,52.92948135
48,52.92723965
58,52.92954545
66,52.93548387
50,52.93415077
60,52.93735815
59,52.94010889
44,52.93605442
46,52.93291024
54,52.93339375
40,52.92753623
51,52.92666365
61,52.93031674
60,52.93351425
59,52.93625678
44,52.93221871
55,52.93315266
55,52.93408578
41,52.92870036
30,52.91835814
21,52.90396754
44,52.89995493
55,52.9009009
41,52.89554255
65,52.9009901
72,52.90958165
69,52.91681655
52,52.91640449
62,52.92048518
47,52.91782667
58,52.92010772
46,52.91700314
34,52.90852018
24,52.89556253
30,52.88530466
47,52.88266906
35,52.87466428
25,52.86219239
33,52.85330948
23,52.83996424
29,52.82931189
43,52.82492184
71,52.83303571
68,52.83980366
65,52.84522748
72,52.85376728
69,52.86096257
52,52.86057906
53,52.86064114
39,52.85447263
63,52.85898577
70,52.86660738
53,52.86666667
62,52.87072412
70,52.87833037
67,52.88459831
51,52.8837622
52,52.88337029
62,52.88741135
61,52.89100576
69,52.89813995
66,52.9039398
50,52.90265487
37,52.89562141
27,52.8841733
33,52.87538665
37,52.86837456
27,52.85695364
58,52.8592233
57,52.86104985
46,52.85802469
48,52.85588365
70,52.86343612
67,52.86966094
65,52.875
49,52.8732952
50,52.87203166
67,52.87824176
65,52.88356766
63,52.88801054
70,52.89552239
53,52.89556823
59,52.89824561
67,52.90442788
51,52.90359334
61,52.90713973
69,52.91418564
66,52.91991247
50,52.91863517
37,52.91167468
69,52.91870629
52,52.91830494
39,52.91222707
58,52.91444784
66,52.92015707
64,52.9249891
71,52.93286835
68,52.93943355
65,52.94468641
63,52.949064
70,52.9564839
53,52.95650283
77,52.96695652
73,52.97566276
69,52.98262381
66,52.98827616
64,52.99305556
48,52.99088937
58,52.99306158
43,52.98872995
54,52.98916811
63,52.99350368
61,52.9969697
69,53.00389442
66,53.00951557
64,53.01426719
62,53.01815039
61,53.02159827
46,53.01856649
34,53.01035822
24,52.99784297
51,52.99698146
61,53.00043103
69,53.00732443
52,53.00689061
53,53.00688765
69,53.01376936
52,53.01333333
53,53.0133276
39,53.00730554
66,53.0128866
50,53.01159296
76,53.02145923
58,53.02359502
57,53.02530017
57,53.02700386
57,53.02870608
57,53.03040685
57,53.03210616
57,53.03380402
49,53.0320787
59,53.03463018
58,53.03675214
43,53.03246476
66,53.03800171
64,53.04268032
62,53.04650171
61,53.04989339
60,53.05285592
68,53.05922454
51,53.05834753
38,53.05193699
27,53.04085106
42,53.03615483
31,53.02678571
57,53.02847429
43,53.0242141
66,53.02972399
64,53.03438031
48,53.03224438
35,53.02459712
25,53.01271725
17,52.99745763
11,52.97966963
8,52.96062659
10,52.94244604
8,52.92343486
10,52.90528541
8,52.886306
10,52.86818758
8,52.84923986
10,52.83115238
3,52.81012658
8,52.79122733
10,52.77318718
3,52.75221239
8,52.73336142
10,52.71536842
3,52.69444444
8,52.67564156
24,52.66358284
27,52.65279529
33,52.64453782
59,52.64720706
44,52.64357683
55,52.64456567
55,52.64555369
64,52.65031447
48,52.64836547
58,52.65060746
66,52.65619765
64,52.660946
62,52.66485356
47,52.66248432
35,52.65510033
25,52.64354367
17,52.62865497
50,52.62755741
60,52.63063439
59,52.63329161
44,52.62969141
32,52.62109212
60,52.62416667
59,52.62682216
58,52.62905912
66,52.63462339
64,52.63935108
62,52.64324324
61,52.64671654
46,52.64395513
34,52.63621262
66,52.64176007
50,52.6406639
37,52.63417669
69,52.64096186
75,52.65022793
71,52.65782933
54,52.65838509
40,52.6531457
64,52.6578403
48,52.65591398
35,52.64861513
67,52.65454545
51,52.65386204
61,52.65730801
46,52.65456046
34,52.64686469
54,52.64742268
40,52.6422094
65,52.64730119
72,52.65527183
69,52.66200082
66,52.66748971
50,52.66639243
51,52.66570724
61,52.66913276
60,52.67214462
68,52.67843943
51,52.67775041
74,52.68649979
70,52.69360131
67,52.69946699
51,52.69877049
38,52.69274887
69,52.6994267
66,52.70487106
64,52.70949264
62,52.71329243
61,52.71668029
60,52.71965672
45,52.71650327
56,52.71784402
42,52.71346939
54,52.71399429
40,52.70880914
52,52.70852018
53,52.70863896
74,52.71731161
56,52.71864821
42,52.71428571
31,52.70545159
36,52.69865799
68,52.70487805
51,52.70418529
61,52.70755483
60,52.71051563
45,52.70738636
63,52.71156187
61,52.71492295
46,52.71220105
48,52.71029173
49,52.70878898
59,52.71133603
58,52.71347633
66,52.71885113
50,52.71775172
51,52.7170574
38,52.71111111
27,52.70072698
58,52.70286637
66,52.70823245
64,52.71278741
62,52.71653226
47,52.71422813
70,52.72119259
67,52.72694321
51,52.72624799
38,52.72032193
67,52.72606597
51,52.72537193
52,52.72508039
74,52.73362796
70,52.74056225
53,52.7406664
39,52.73515249
42,52.73084637
45,52.72774659
33,52.71983968
23,52.70793269
29,52.69843813
50,52.69735789
60,52.70028011
68,52.7064
51,52.70571771
38,52.69984013
69,52.70635238
52,52.70607029
62,52.70978044
61,52.71308859
46,52.71041085
48,52.7085327
58,52.71064169
66,52.71593625
64,52.72043011
48,52.71855096
35,52.7115002
67,52.71718377
74,52.72564612
79,52.73608903
99,52.75446961
90,52.76926132
83,52.78126241
63,52.78531746
70,52.79214597
76,52.80134814
78,52.81133571
59,52.81378764
44,52.81029703
32,52.80205859
23,52.79026514
29,52.78085443
62,52.7844998
70,52.79130435
67,52.79691821
74,52.80529226
70,52.81208054
67,52.81767956
65,52.82248521
63,52.82649842
61,52.82972014
60,52.83254531
68,52.8385191
65,52.84330709
49,52.84179457
56,52.84303698
56,52.84427841
65,52.8490566
72,52.85658153
78,52.86645719
73,52.87436199
69,52.88069074
66,52.88583758
64,52.89019608
48,52.88827911
70,52.89498433
67,52.9005092
65,52.90524667
72,52.91272016
69,52.91901408
52,52.91865467
57,52.9202502
43,52.91637358
45,52.91328125
47,52.91097228
58,52.91295863
57,52.91455326
66,52.91965679
50,52.91851852
37,52.91231489
27,52.90222049
19,52.88901869
12,52.87310237
8,52.85564202
10,52.83897316
8,52.82153966
24,52.81033813
30,52.8014763
21,52.78912621
53,52.78920807
62,52.79278231
61,52.79596587
69,52.80224893
75,52.81085271
80,52.82138706
100,52.83965918
77,52.84901278
59,52.85139319
44,52.84796905
32,52.83990719
65,52.84460765
63,52.84853168
70,52.85515643
76,52.86409266
72,52.87147819
69,52.87770062
66,52.88276128
50,52.88164996
37,52.87552987
27,52.8655624
19,52.85252214
42,52.84834488
54,52.848788
40,52.84384615
29,52.83467897
55,52.83551115
41,52.83096427
44,52.82757296
32,52.81957774
37,52.81350729
62,52.81703107
61,52.82016871
46,52.81755462
56,52.81877395
42,52.81463041
54,52.81508423
40,52.81017987
43,52.80642693
66,52.81147228
64,52.81574924
62,52.81925869
47,52.81703591
58,52.81901489
43,52.81526718
54,52.81571919
40,52.81083143
29,52.80175372
62,52.80525915
47,52.80304762
35,52.79626809
25,52.7856871
52,52.78538813
62,52.78889312
70,52.79543726
67,52.80083618
51,52.80015198
61,52.80326624
60,52.80599848
45,52.80303605
74,52.81107739
70,52.81759575
53,52.8176649
39,52.81242895
42,52.80833333
31,52.80007573
36,52.79371688
56,52.79493
42,52.7908472
31,52.7826087
22,52.77097506
50,52.76992822
51,52.76925982
52,52.76896942
62,52.77245283
61,52.77555639
60,52.77828054
45,52.77534866
33,52.76789751
65,52.77250471
72,52.77974398
55,52.7805796
55,52.7814146
41,52.77698383
44,52.77368421
46,52.77113867
34,52.76408715
35,52.75741645
25,52.746997
52,52.7467167
39,52.74156039
28,52.73228346
48,52.73050975
58,52.73248408
57,52.7340824
66,52.73904905
50,52.73802395
60,52.74074074
68,52.74644727
65,52.75102804
63,52.754858
61,52.75793799
60,52.76064227
51,52.75998507
64,52.7641791
48,52.76240209
49,52.76099925
36,52.75475214
26,52.7447839
18,52.73184358
25,52.72151899
31,52.71343506
22,52.70200893
15,52.6879881
3,52.66951673
8,52.65291713
24,52.6422734
30,52.63386558
44,52.63066073
46,52.62820037
34,52.6212908
66,52.62625139
64,52.63046701
48,52.62875139
58,52.63074074
66,52.63569049
73,52.64322724
69,52.64927858
52,52.64903846
39,52.64399261
42,52.64005913
45,52.63723679
39,52.63220089
28,52.62310816
50,52.62214022
60,52.62486167
45,52.62205015
47,52.61997788
58,52.62196021
66,52.62688766
50,52.62592047
67,52.63121089
51,52.63061074
73,52.63810224
69,52.64411765
68,52.64976112
51,52.64915503
61,52.65222181
60,52.65491924
45,52.65211009
56,52.65333822
42,52.64943161
67,52.65469208
65,52.65921583
63,52.66300366
61,52.66605639
60,52.66874085
59,52.67105745
58,52.67300658
57,52.67458867
43,52.67105263
31,52.66313482
36,52.65704894
40,52.65242789
52,52.65218978
39,52.64720905
51,52.64660832
38,52.64126868
27,52.6319242
33,52.62477231
65,52.62927895
63,52.63305424
70,52.63937409
67,52.64459804
51,52.644
52,52.6437659
62,52.6471657
70,52.65346894
53,52.65359477
62,52.6569873
61,52.66001451
46,52.65759884
34,52.65083394
66,52.65567235
50,52.65471014
37,52.6490402
50,52.6480811
37,52.64241766
41,52.6382055
48,52.63652803
51,52.63593637
38,52.63064691
27,52.62138728
19,52.60924521
12,52.59458484
8,52.57849152
24,52.56818182
16,52.55499459
10,52.53965393
8,52.5236036
40,52.51909222
59,52.521426
44,52.51835853
55,52.51925153
55,52.52014388
64,52.52427184
48,52.52264558
57,52.5242544
78,52.53340517
73,52.54075404
78,52.54989232
59,52.55220667
44,52.54913917
32,52.54177124
65,52.54623656
72,52.55320674
69,52.55909742
75,52.56713212
80,52.57695061
84,52.5881932
64,52.59227468
62,52.59563818
61,52.59864189
46,52.59628439
34,52.58964286
66,52.59443056
64,52.59850107
62,52.60185516
47,52.59985735
58,52.60178253
57,52.60334996
57,52.60491628
43,52.60149573
45,52.5987896
56,52.6
42,52.5962291
45,52.59352774
33,52.58656239
23,52.57604833
29,52.56767318
46,52.56534091
57,52.56691516
66,52.57168204
73,52.5789287
75,52.58687943
71,52.59340659
68,52.59886605
65,52.60325894
63,52.60694051
47,52.60495575
35,52.59872611
25,52.58896357
40,52.58451202
29,52.57617533
54,52.57667845
40,52.57223596
43,52.56885593
45,52.56618426
33,52.55928017
37,52.55379189
27,52.54478138
19,52.53295735
12,52.51867512
3,52.50123283
8,52.48556338
45,52.48292855
56,52.48416608
65,52.48856841
63,52.49226442
70,52.49841828
53,52.49859452
39,52.49385318
28,52.48525281
33,52.47841348
65,52.48280702
72,52.48965275
69,52.4954418
75,52.50332983
71,52.50981079
54,52.51033275
54,52.51085434
63,52.51452573
47,52.51259622
35,52.50647079
67,52.51153846
74,52.51904928
79,52.52830189
60,52.53091163
45,52.52828212
33,52.52146597
23,52.51116539
29,52.50296477
34,52.49651325
24,52.48658069
30,52.47874564
63,52.48241031
61,52.48537604
60,52.48799165
45,52.48538622
56,52.4866087
65,52.49095967
63,52.49461244
61,52.49756776
60,52.50017367
45,52.49756944
51,52.49704964
38,52.49201943
27,52.48317725
54,52.48370319
63,52.48734835
61,52.49029799
60,52.4928992
45,52.49030471
68,52.49567324
51,52.49515571
52,52.49498443
39,52.49031812
28,52.48185275
19,52.47028334
12,52.45630397
8,52.44095304
45,52.43838454
33,52.43167702
34,52.42531908
24,52.41551724
19,52.40399862
46,52.40179187
57,52.40337582
57,52.40495868
57,52.40654045
57,52.40812113
43,52.40488476
54,52.40543329
54,52.40598144
40,52.40171821
29,52.39367915
62,52.39697802
61,52.39993134
69,52.405628
66,52.4102916
64,52.41426612
48,52.41275283
65,52.41706648
60,52.41966427
45,52.41712329
56,52.41834988
42,52.41478439
54,52.41532672
40,52.41108071
29,52.40307692
20,52.39200273
13,52.37854458
3,52.36168033
3,52.34482759
8,52.32969283
10,52.31525077
8,52.30013643
10,52.28571429
8,52.27062031
10,52.25621806
3,52.23944142
3,52.2226762
3,52.2059224
100,52.22218442
100,52.23843537
97,52.25365522
89,52.26614548
82,52.27624873
77,52.28464674
59,52.28692699
44,52.28411405
55,52.28503563
55,52.28595658
64,52.28992879
71,52.29627119
54,52.29684853
40,52.29268293
43,52.28953607
70,52.29553148
53,52.29576988
39,52.29127199
42,52.28779168
31,52.280595
57,52.28218993
57,52.28378378
57,52.28537656
57,52.28696826
57,52.28855889
57,52.29014845
66,52.29477234
50,52.29399865
37,52.28884395
69,52.29447439
66,52.2990906
64,52.3030303
62,52.30629418
61,52.30921938
46,52.30709721
34,52.30094149
24,52.29142857
16,52.27923387
10,52.26503191
3,52.24848892
8,52.23363545
10,52.21946309
3,52.20295203
3,52.18645205
3,52.16996312
100,52.18599196
100,52.20201005
77,52.2103148
59,52.21258788
44,52.20983936
50,52.20910003
78,52.21772575
59,52.21999331
67,52.22493316
69,52.23053792
52,52.23046092
39,52.22604341
28,52.21795728
49,52.21688355
59,52.2191461
67,52.22407469
65,52.22833333
72,52.23492169
69,52.24050633
74,52.24775225
70,52.25366178
53,52.25391015
39,52.249501
70,52.25540406
67,52.26030585
65,52.26453971
63,52.26810631
70,52.27399535
53,52.27423639
39,52.26983073
70,52.27571334
53,52.27595357
39,52.27155172
28,52.26350679
49,52.26242545
36,52.25703875
32,52.25033113
65,52.25455147
49,52.25347452
73,52.26033741
69,52.26587302
66,52.27041322
64,52.27428949
48,52.27287744
49,52.27179657
75,52.2793001
80,52.28844884
75,52.29594193
71,52.30211082
68,52.30728652
65,52.31147001
63,52.31499176
61,52.31785244
69,52.32334541
66,52.32784727
50,52.32708128
51,52.32664474
63,52.33015455
70,52.33596318
76,52.34373973
58,52.3455979
66,52.3500821
64,52.35390676
71,52.36002626
54,52.3605643
54,52.361102
54,52.36163934
54,52.36217634
54,52.36271298
63,52.36619718
61,52.36902423
46,52.36693944
34,52.36092932
59,52.36310108
58,52.36494441
43,52.36188297
45,52.35947712
33,52.35315256
23,52.3435663
29,52.33594515
20,52.32539164
27,52.31712887
19,52.30626223
12,52.29312031
3,52.27705346
8,52.26262626
10,52.24885993
3,52.23282318
3,52.21679688
8,52.20240807
45,52.20006506
33,52.19382114
23,52.1843303
15,52.17224569
3,52.15627031
3,52.14030529
8,52.12597403
10,52.1123012
8,52.09798832
10,52.08433344
8,52.07003891
24,52.06094003
30,52.05379132
51,52.05344995
38,52.04889896
69,52.05438653
66,52.05889968
50,52.05823358
37,52.05336352
27,52.0452635
19,52.03458306
12,52.02164782
8,52.00742894
10,51.99386503
8,51.9796643
10,51.9661181
8,51.95193548
24,51.94292164
39,51.93874919
28,51.93103448
19,51.92042526
12,51.90756844
8,51.89343207
24,51.88445446
39,51.88030888
58,51.88227726
57,51.88392283
43,51.88106718
45,51.87885604
56,51.88017989
42,51.87700706
59,51.87929374
67,51.88414634
51,51.88386269
63,51.88742784
47,51.88586085
70,51.89166667
67,51.89650753
51,51.89622037
76,51.90393852
58,51.90588988
43,51.90304
54,51.90371081
49,51.90278222
36,51.89769821
26,51.88942154
18,51.87859425
25,51.87000958
40,51.86621967
64,51.87009256
71,51.87619655
68,51.88133971
65,51.88552296
63,51.88906599
70,51.89483748
53,51.89518955
39,51.8910828
28,51.8834766
25,51.87492043
17,51.86382437
34,51.85814249
24,51.84928458
46,51.8474253
48,51.84620273
35,51.84085133
48,51.83963163
58,51.8415873
57,51.84322437
66,51.84771574
64,51.85156993
62,51.85478757
70,51.86053883
76,51.86818758
72,51.87456446
55,51.87555415
55,51.87654321
64,51.88037975
62,51.88358115
70,51.88931056
53,51.88966171
53,51.89001264
74,51.89699842
78,51.90524321
73,51.91190401
55,51.91287879
41,51.90943515
30,51.90252366
63,51.90602334
47,51.90447667
76,51.9120706
58,51.91398866
57,51.91559055
43,51.91278338
31,51.90620082
57,51.90780365
57,51.90940547
43,51.90660377
54,51.90726187
63,51.91074796
47,51.90920515
58,51.91111809
57,51.91271586
57,51.91431262
66,51.91873235
64,51.92252196
62,51.92568203
70,51.93134796
53,51.93168286
53,51.93201754
50,51.93141246
72,51.93769568
55,51.93865415
55,51.93961202
55,51.94056928
41,51.93714822
30,51.93029072
35,51.925
25,51.91658857
31,51.91005621
57,51.91164533
66,51.91604245
50,51.91544462
51,51.91515908
73,51.92173371
69,51.92705736
66,51.93144282
64,51.93520249
62,51.93833697
61,51.94115816
46,51.93930906
34,51.93372744
62,51.93685848
47,51.93532338
58,51.93720858
66,51.94157862
64,51.94532463
71,51.95124224
68,51.95622477
65,51.96027312
63,51.96369842
47,51.96215881
70,51.96775194
67,51.97241166
65,51.97644871
72,51.9826518
69,51.98792196
66,51.99226006
64,51.99597648
71,52.00185644
68,52.00680483
51,52.00649351
38,52.00216383
27,51.99443758
19,51.98424467
26,51.97621989
18,51.96573016
11,51.95308642
3,51.9379821
8,51.92442936
10,51.9115017
3,51.89642417
8,51.88289676
26,51.87492298
18,51.8644903
34,51.85899015
54,51.85964912
40,51.856
29,51.84896955
20,51.83917589
13,51.8272364
8,51.81376767
35,51.80860215
25,51.80036855
31,51.79398219
31,51.78759975
22,51.77845965
29,51.77147239
55,51.77246243
64,51.77621091
71,51.78210236
68,51.78707108
65,51.79111792
72,51.79730557
55,51.79828589
55,51.79926561
55,51.80024472
41,51.7969419
66,51.80128401
64,51.80501222
71,51.81087687
54,51.81154551
54,51.81221374
63,51.81562882
70,51.82117791
67,51.82580842
51,51.82555657
61,51.82835366
60,51.83084425
59,51.83302864
44,51.8306427
48,51.82947625
35,51.82435312
25,51.8161899
31,51.80985701
22,51.80079075
29,51.79385832
34,51.78844985
66,51.79276816
50,51.79222357
76,51.79957486
72,51.80570735
78,51.81365706
59,51.81583738
44,51.81346679
32,51.80745907
23,51.79872689
15,51.78757576
3,51.77279612
3,51.75802544
8,51.74477748
24,51.73638015
30,51.72980333
21,51.72050817
28,51.71333535
19,51.70344619
12,51.69144757
8,51.67824773
24,51.66988825
30,51.66334541
49,51.6625415
56,51.66385033
56,51.66515837
42,51.66224367
54,51.66294845
63,51.66636528
47,51.66495933
35,51.65993976
67,51.66455887
74,51.67128236
70,51.67679807
53,51.67719615
65,51.68120301
72,51.68731209
55,51.68830778
41,51.68509615
30,51.67858216
50,51.67807808
51,51.67787451
38,51.67376951
64,51.67746775
48,51.67636473
49,51.67556222
65,51.67955635
72,51.68564579
69,51.69083283
66,51.6951183
64,51.6988024
48,51.6976953
58,51.69958109
57,51.70116662
43,51.69856459
54,51.69925262
63,51.70263001
70,51.7080968
76,51.71535245
58,51.71722902
43,51.71462687
60,51.71709937
59,51.71927208
58,51.72114524
66,51.7254025
64,51.7290611
48,51.72794994
65,51.73190349
63,51.73525908
61,51.73801727
46,51.73630952
37,51.73192502
27,51.72456871
48,51.7234612
58,51.72532699
66,51.72956909
64,51.7332145
62,51.73626374
70,51.74168646
76,51.74888691
72,51.75489614
69,51.76001187
52,51.76008304
39,51.75630003
58,51.75815056
57,51.7597037
43,51.757109
54,51.75777317
63,51.76110124
47,51.75969222
49,51.75887574
36,51.75421473
68,51.75901833
65,51.76293231
49,51.76211584
77,51.76957164
59,51.77170703
67,51.77620313
51,51.77597403
38,51.77190912
27,51.76460177
19,51.75493955
12,51.74321934
3,51.72885352
3,51.71449617
8,51.70162003
10,51.6893404
3,51.67500736
3,51.66068275
3,51.64636658
100,51.66058824
100,51.67480153
100,51.68900647
100,51.70320306
100,51.7173913
92,51.72922173
85,51.73899002
65,51.7428823
49,51.74207746
71,51.74772661
54,51.7483871
40,51.74494283
29,51.73827667
62,51.74128333
47,51.73989455
35,51.73499268
25,51.72716628
52,51.72724612
62,51.73025161
70,51.7355952
53,51.73596491
39,51.73224203
63,51.73553477
61,51.73824131
69,51.74328271
66,51.74744526
64,51.7510216
62,51.75401226
70,51.75933489
67,51.76377953
65,51.76763848
49,51.76683183
76,51.77389277
72,51.77978445
69,51.78479907
52,51.78486172
74,51.79132712
70,51.79662496
67,51.80104712
65,51.80488514
63,51.80813953
47,51.80674223
49,51.80592679
74,51.81237293
56,51.81358885
42,51.8107402
31,51.8047011
22,51.79605454
26,51.78857309
57,51.79008408
43,51.78753623
54,51.78817734
40,51.78476246
71,51.79032725
54,51.79096699
54,51.79160637
54,51.79224537
40,51.78883425
57,51.79034124
57,51.79184735
43,51.78930636
31,51.78329962
36,51.77874061
61,51.78140341
60,51.78377598
68,51.78845599
65,51.79226774
63,51.79550043
61,51.79815456
46,51.79648314
48,51.79538905
49,51.79458369
59,51.79665899
44,51.79441405
32,51.78871618
65,51.79251799
72,51.79833142
69,51.80327869
75,51.80994825
71,51.81546421
77,51.82270115
73,51.82878483
69,51.83371626
66,51.83778352
64,51.8412744
48,51.84017217
58,51.84193919
57,51.84341841
57,51.84489679
66,51.84895385
64,51.85243553
62,51.85534231
61,51.85796105
60,51.86029201
59,51.86233543
58,51.86409156
43,51.86155606
31,51.85559051
22,51.84705546
38,51.84309803
69,51.848
66,51.85204227
64,51.85551114
62,51.85840708
47,51.85702055
58,51.85877318
43,51.85624643
31,51.8502994
22,51.84179019
15,51.83129097
8,51.81880342
10,51.80689262
8,51.79441913
10,51.78252206
8,51.77006261
10,51.75817923
