25.000000,100.000000
0.000000,90.000000
10.000000,92.000000
0.000000,71.000000
15.000000,84.000000
20.000000,99.000000
5.000000,90.000000
10.000000,92.000000
5.000000,85.000000
25.000000,100.000000
0.000000,80.000000
15.000000,91.000000
5.000000,84.000000
0.000000,64.000000
15.000000,78.000000
0.000000,59.000000
0.000000,44.000000
0.000000,32.000000
0.000000,23.000000
25.000000,54.000000
0.000000,40.000000
0.000000,29.000000
10.000000,43.000000
5.000000,45.000000
0.000000,33.000000
30.000000,65.000000
0.000000,49.000000
0.000000,36.000000
15.000000,56.000000
5.000000,56.000000
0.000000,42.000000
15.000000,61.000000
0.000000,46.000000
0.000000,34.000000
15.000000,54.000000
0.000000,40.000000
5.000000,43.000000
5.000000,45.000000
25.000000,72.000000
0.000000,55.000000
0.000000,41.000000
0.000000,30.000000
0.000000,21.000000
0.000000,14.000000
0.000000,3.000000
25.000000,8.000000
0.000000,10.000000
20.000000,8.000000
5.000000,24.000000
0.000000,16.000000
5.000000,24.000000
0.000000,16.000000
0.000000,10.000000
22.000000,8.000000
5.000000,24.000000
0.000000,16.000000
0.000000,10.000000
0.000000,3.000000
0.000000,3.000000
0.000000,3.000000
