30.000000,100.000000
2.000000,98.000000
30.000000,100.000000
28.000000,100.000000
0.000000,100.000000
0.000000,77.000000
0.000000,59.000000
10.000000,67.000000
25.000000,90.000000
0.000000,69.000000
0.000000,52.000000
5.000000,53.000000
25.000000,78.000000
0.000000,59.000000
0.000000,44.000000
0.000000,32.000000
10.000000,46.000000
0.000000,34.000000
25.000000,63.000000
0.000000,47.000000
10.000000,58.000000
16.000000,74.000000
0.000000,56.000000
0.000000,42.000000
18.000000,65.000000
20.000000,84.000000
0.000000,64.000000
10.000000,71.000000
25.000000,93.000000
30.000000,100.000000
0.000000,87.000000
10.000000,90.000000
25.000000,100.000000
0.000000,83.000000
0.000000,63.000000
30.000000,89.000000
17.000000,100.000000
25.000000,100.000000
10.000000,100.000000
0.000000,88.000000
1.000000,70.000000
22.000000,90.000000
30.000000,100.000000
10.000000,100.000000
23.000000,100.000000
0.000000,95.000000
5.000000,87.000000
0.000000,67.000000
20.000000,86.000000
0.000000,66.000000
0.000000,50.000000
0.000000,37.000000
20.000000,62.000000
0.000000,47.000000
15.000000,65.000000
15.000000,79.000000
0.000000,60.000000
5.000000,59.000000
0.000000,44.000000
0.000000,32.000000
0.000000,23.000000
0.000000,15.000000
0.000000,3.000000
0.000000,3.000000
0.000000,3.000000
