0.28815999999999997,-0.18000000000000005,-0.3600000000000001,-0.5,-0.5940000000000001,-0.6800000000000002
0.392,0,-0.4704800000000001,-0.4,0,0
0,0.11999999999999998,-0.05280000000000006,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,-0.489,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,-0.33000000000000007,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.025,0,-0.745,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,-0.9800000000000001,0,-1.29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.025,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,-0.8550000000000001,0
0,0,0,0,0,0
0,-0.4300000000000001,0,0,0,0
0,-0.6270000000000002,0,0,0,0
0,0,0,-0.68,0,0
0,0,0,0,0,0
1.2510329808004657,-0.12573589958277617,-0.6422084368475752,0,-1.1528179840000001,-1.1681003307764708
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.5411674985276164,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.409633165824,0.20176000000000005
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.39680000000000004,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.29960000000000003,0.2508000000000001,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.58586728,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0.3648,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.40280000000000005,0,0.5142792,0,0.22404000000000002,0.39556
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.3028,0,0.46864720000000004,0.7133632000000001,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.5227602438447474,-0.26135921571778575,-0.5087552401854137,0,-1.077994944,-1.6990435946962754
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0.18516749852761627,0,-0.10741366845440004,-0.08163936000000002
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.40280000000000005,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0.16000000000000003
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.27999999999999997,0,0,0.22332000000000002,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.39080000000000004,0.2908,0,0,0.1968,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.557776,0,0.4636760000000001,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.7316000000000001,0.29751999999999995,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.5236273799429361,1.3768610800000003,0,0.41192000000000006,0,0.16000000000000003
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1.9879638990525372,-0.7045987742186552,-0.9593400000000003,-1.6823924000000001,-0.5940000000000001,-1.2696560000000001
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0.38000000000000006,0,0.24600000000000005,0.3126870430208637,0,-0.12000000000000002
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
